"description","amount","unit","kCalories","protein","carbohydrates","fat","vitA","vitB1","vitB2","vitB3","vitB5","vitB6","vitB9","vitB12","vitC","vitD","vitE","vitK","choline","calcium","copper","iron","magnesium","manganese","phosphorus","potassium","selenium","sodium","zinc","water","fiber","cholesterol","saturatedFat","monoUnsaturatedFat","polyUnsaturatedFat","glycemicIndex","comments",
"melón dulce",100,"gr","39.78","0.5","9.1","0.1","50.0","38.0","12.0","418.0","155.0","88.0","19.0","0.0","18.000,0","0.0","20.0","2.9","7.600,0","6.000,0","24.0","170.0","10.000,0","27.0","11.000,0","228.000,0","0.7","18.000,0","90.0","89.8","0.8","0.0","0.0","0.0","0.1","8.1","60.0",0,"honingmeloen"
"melón, melón",100,"gr","37.71","0.8","8.2","0.2","3.382,0","41.0","19.0","734.0","105.0","72.0","21.0","0.0","36.700,0","0.0","50.0","2.5","7.600,0","9.000,0","41.0","210.0","12.000,0","41.0","15.000,0","267.000,0","0.4","16.000,0","180.0","90.2","0.9","0.0","0.1","0.0","0.1","7.9","67.0",0,"kanteloep (wratmeloen)"
"miel",100,"gr","330.80","0.3","82.4","0.0","0.0","0.0","38.0","121.0","68.0","24.0","2.0","0.0","500.0","0.0","0.0","0.0","2.200,0","6.000,0","36.0","420.0","2.000,0","80.0","4.000,0","52.000,0","0.8","4.000,0","220.0","17.1","0.2","0.0","0.0","0.0","0.0","82.1","55.0",0,"honing"
"mijo",100,"gr","373.46","11.0","72.9","4.2","0.0","421.0","290.0","4.720,0","848.0","384.0","85.0","0.0","0.0","0.0","50.0","0.9","0.0","8.000,0","750.0","3.010,0","114.000,0","1.632,0","285.000,0","195.000,0","2.7","5.000,0","1.680,0","8.7","8.5","0.0","0.7","0.8","2.1","0.0","66.0",0,"gierst"
"morcilla",100,"gr","374.06","14.6","1.3","34.5","0.0","70.0","130.0","1.200,0","600.0","40.0","5.0","1.0","0.0","52.0","130.0","0.0","72.800,0","6.000,0","40.0","6.400,0","8.000,0","10.0","22.000,0","38.000,0","15.5","680.000,0","1.300,0","47.3","0.0","120.0","13.4","15.9","3.5","1.3","0.0",0,"bloedworst"
"muesli, frutas secas y nueces",100,"gr","394.10","9.7","77.8","4.9","546.0","910.0","1.030,0","12.150,0","4.600,0","1.220,0","243.0","3.7","0.0","0.0","7.200,0","2.9","22.600,0","0.0","390.0","8.750,0","78.000,0","2.177,0","243.000,0","486.000,0","17.3","231.000,0","3.650,0","5.8","7.3","0.0","0.8","2.4","1.3","31.0","60.0","Great source of vitamins and minerals but also contains lots of sugar","muesli, gedroogd fruit en noten"
"mungo granos",100,"gr","351.56","25.2","59.0","1.6","23.0","273.0","254.0","1.447,0","906.0","281.0","216.0","0.0","0.0","0.0","0.0","0.0","0.0","138.000,0","981.0","7.570,0","267.000,0","1.527,0","379.000,0","983.000,0","8.2","38.000,0","3.350,0","10.8","18.3","0.0","0.1","0.1","1.1","0.0","30.0",0,"mungboon "
"nabos",100,"gr","30.22","0.9","6.4","0.1","0.0","40.0","30.0","400.0","200.0","90.0","15.0","0.0","21.000,0","0.0","30.0","0.1","11.100,0","30.000,0","85.0","300.0","11.000,0","134.0","27.000,0","191.000,0","0.7","67.000,0","270.0","91.9","1.8","0.0","0.0","0.0","0.1","3.8","40.0",0,"rapen"
"nachos con queso",100,"gr","311.73","8.1","32.2","16.8","495.0","170.0","330.0","1.360,0","1.160,0","180.0","9.0","0.7","1.100,0","0.0","0.0","0.0","26.400,0","241.000,0","124.0","1.130,0","49.000,0","198.0","244.000,0","152.000,0","13.9","722.000,0","1.580,0","40.5","0.0","16.0","6.9","7.1","2.0","0.0","55.0",0,"nachos met kaas"
"nachos fichas (merienda)",100,"gr","514.19","8.2","61.7","26.1","0.0","49.0","40.0","1.300,0","700.0","200.0","0.0","0.0","0.0","0.0","0.0","1.3","22.500,0","148.000,0","103.0","1.090,0","76.000,0","348.0","256.000,0","238.000,0","7.7","615.000,0","1.480,0","1.5","4.6","0.0","3.9","7.1","13.6","3.8","63.0",0,"nacho's chips (snack)"
"naranjas",100,"gr","51.84","0.9","11.8","0.1","225.0","87.0","40.0","282.0","250.0","60.0","30.0","0.0","53.200,0","0.0","180.0","0.0","8.400,0","40.000,0","45.0","100.0","10.000,0","25.0","14.000,0","181.000,0","0.5","0.0","70.0","86.8","2.4","0.0","0.0","0.0","0.0","9.4","42.0","Great source of vitamin C","sinaasappelen"
"nectarina",100,"gr","49.32","1.1","10.6","0.3","332.0","34.0","27.0","1.125,0","185.0","25.0","5.0","0.0","5.400,0","0.0","770.0","2.2","6.200,0","6.000,0","86.0","280.0","9.000,0","54.0","26.000,0","201.000,0","0.0","0.0","170.0","87.6","1.7","0.0","0.0","0.1","0.1","7.9","43.0",0,"nectarine (perzik)"
"nueces",100,"gr","702.65","15.2","13.7","65.2","20.0","341.0","150.0","1.125,0","570.0","537.0","98.0","0.0","1.300,0","0.0","700.0","2.7","39.200,0","98.000,0","1.586,0","2.910,0","158.000,0","3.414,0","346.000,0","441.000,0","4.9","2.000,0","3.090,0","4.1","6.7","0.0","6.1","8.9","47.2","2.6","15.0",0,"okkernoten"
"ñame (batata)",100,"gr","119.17","1.5","27.9","0.2","138.0","112.0","32.0","552.0","314.0","293.0","23.0","0.0","17.100,0","0.0","350.0","2.3","16.500,0","17.000,0","178.0","540.0","21.000,0","397.0","55.000,0","816.000,0","0.7","9.000,0","240.0","69.6","4.1","0.0","0.0","0.0","0.1","0.5","50.0",0,"yam (zoete aardappel)"
"obleas, el chocolate",100,"gr","443.80","6.6","72.4","14.2","12.0","203.0","266.0","2.858,0","381.0","51.0","61.0","0.1","0.0","0.0","720.0","2.4","14.600,0","31.000,0","463.0","4.010,0","53.000,0","696.0","132.000,0","210.000,0","5.7","580.000,0","1.090,0","4.5","3.4","2.0","4.2","4.9","4.2","29.7","75.0",0,"wafels, chocolade"
"obleas, vainilla",100,"gr","451.20","5.0","73.6","15.2","30.0","275.0","320.0","3.106,0","410.0","73.0","60.0","0.1","0.0","0.0","230.0","6.0","27.600,0","48.000,0","100.0","2.380,0","14.000,0","262.0","104.000,0","97.000,0","11.3","312.000,0","360.0","5.1","1.9","51.0","3.8","6.5","3.9","37.5","77.0",0,"wafels, vanille"
"okra",100,"gr","37.02","2.0","7.0","0.1","375.0","200.0","60.0","1.000,0","245.0","215.0","88.0","0.0","21.100,0","0.0","360.0","53.0","12.300,0","81.000,0","94.0","800.0","57.000,0","990.0","63.000,0","303.000,0","0.7","8.000,0","600.0","90.2","3.2","0.0","0.0","0.0","0.0","1.2","35.0",0,"okra"
"pacanas (nueces)",100,"gr","739.85","9.2","13.9","72.0","56.0","660.0","130.0","1.167,0","863.0","210.0","22.0","0.0","1.100,0","0.0","1.400,0","3.5","40.500,0","70.000,0","1.200,0","2.530,0","121.000,0","4.500,0","277.000,0","410.000,0","3.8","0.0","4.530,0","3.5","9.6","0.0","6.2","40.8","21.6","4.0","20.0",0,"pecannoten"
"palomitas de maíz, aceite de estallar",100,"gr","601.35","7.3","45.1","43.6","154.0","134.0","57.0","1.195,0","230.0","109.0","25.0","0.0","300.0","0.0","2.430,0","4.1","12.600,0","4.000,0","162.0","1.980,0","79.000,0","629.0","199.000,0","182.000,0","2.2","1.058.000,0","3.100,0","1.2","8.1","0.0","6.8","9.8","23.2","0.5","60.0",0,"popcorn, olie-gepopt"
"palomitas de maíz, palomitas de",100,"gr","404.22","12.9","77.9","4.5","196.0","104.0","83.0","2.308,0","510.0","157.0","31.0","0.0","0.0","0.0","290.0","1.2","21.200,0","7.000,0","262.0","3.190,0","144.000,0","1.113,0","358.000,0","329.000,0","0.0","8.000,0","3.080,0","3.3","14.5","0.0","0.6","1.1","1.9","0.9","60.0",0,"popcorn, lucht-gepopt"
"pan de centeno",100,"gr","256.90","8.5","48.3","3.3","7.0","434.0","335.0","3.805,0","440.0","75.0","110.0","0.0","400.0","0.0","330.0","1.2","14.600,0","73.000,0","186.0","2.830,0","40.000,0","824.0","125.000,0","166.000,0","30.9","660.000,0","1.140,0","37.3","5.8","0.0","0.6","1.3","0.8","3.9","58.0",0,"brood, rogge"
"pan, blanco",100,"gr","262.61","7.6","50.6","3.3","0.0","455.0","331.0","4.385,0","203.0","84.0","111.0","0.0","0.0","0.0","220.0","3.1","14.600,0","151.000,0","253.0","3.740,0","23.000,0","478.0","99.000,0","100.000,0","17.3","681.000,0","740.0","36.4","2.4","0.0","0.7","0.7","1.4","4.3","74.0",0,"brood, wit"
"pan, blanco, tostado",100,"gr","289.60","9.0","54.4","4.0","0.0","415.0","337.0","3.926,0","278.0","63.0","104.0","0.0","0.0","0.0","240.0","3.4","16.100,0","119.000,0","138.0","3.330,0","26.000,0","421.0","103.000,0","131.000,0","31.0","592.000,0","680.0","30.4","2.5","1.0","0.6","0.8","2.1","4.7","62.0",0,"brood, wit, toost"
"pan, de trigo integral",100,"gr","247.11","13.0","41.3","3.4","3.0","353.0","216.0","4.714,0","686.0","209.0","50.0","0.0","0.0","0.0","550.0","7.8","26.500,0","107.000,0","377.0","2.430,0","82.000,0","2.135,0","202.000,0","248.000,0","40.3","472.000,0","1.800,0","38.6","6.8","0.0","0.7","1.6","0.6","5.6","71.0",0,"brood, volkoren"
"pan, harina de avena",100,"gr","267.20","8.4","48.5","4.4","16.0","399.0","240.0","3.136,0","341.0","68.0","62.0","0.0","0.0","0.0","480.0","1.5","14.600,0","66.000,0","209.0","2.700,0","37.000,0","940.0","126.000,0","142.000,0","24.6","599.000,0","1.020,0","36.7","4.0","0.0","0.7","1.6","1.7","8.1","56.0",0,"brood, haver"
"pan, multi-grano",100,"gr","264.87","13.4","43.3","4.2","0.0","279.0","131.0","4.042,0","336.0","263.0","75.0","0.0","100.0","0.0","370.0","1.4","26.500,0","103.000,0","282.0","2.500,0","78.000,0","2.025,0","228.000,0","230.000,0","32.9","420.000,0","1.700,0","36.9","7.4","0.0","0.9","0.8","1.9","6.4","60.0",0,"brood, meergranen"
"pan, pan pita, pan integral",100,"gr","282.60","9.8","55.0","2.6","0.0","339.0","80.0","2.840,0","831.0","265.0","35.0","0.0","0.0","0.0","610.0","1.4","26.500,0","15.000,0","290.0","3.060,0","69.000,0","1.740,0","180.000,0","170.000,0","44.0","532.000,0","1.520,0","30.6","7.4","0.0","0.4","0.3","1.1","0.8","56.0",0,"brood, pita, volkoren"
"pan, pasas de uva",100,"gr","280.40","7.9","52.3","4.4","0.0","177.0","173.0","1.495,0","387.0","69.0","34.0","0.0","100.0","0.0","0.0","0.0","0.0","66.000,0","198.0","1.830,0","26.000,0","501.0","109.000,0","227.000,0","0.0","390.000,0","720.0","33.6","4.3","0.0","1.1","2.3","0.7","0.0","73.0",0,"brood, rozijnen"
"pan, pita, blanco",100,"gr","270.00","9.1","55.7","1.2","0.0","267.0","97.0","2.142,0","397.0","34.0","24.0","0.0","0.0","0.0","0.0","0.0","0.0","86.000,0","168.0","1.400,0","26.000,0","481.0","97.000,0","120.000,0","0.0","536.000,0","840.0","32.1","2.2","0.0","0.2","0.1","0.5","0.0","65.0",0,"brood, pita, wit"
"pan, trigo",100,"gr","266.44","10.9","47.5","3.6","0.0","373.0","311.0","5.190,0","820.0","119.0","85.0","0.0","200.0","0.0","190.0","4.9","18.700,0","142.000,0","159.0","3.460,0","48.000,0","1.123,0","155.000,0","184.000,0","28.8","521.000,0","1.210,0","35.7","3.6","0.0","0.8","0.8","1.4","5.8","72.0",0,"brood, tarwe"
"panqueques",100,"gr","190.10","5.2","36.7","2.5","32.0","211.0","217.0","1.711,0","243.0","91.0","37.0","0.2","200.0","0.0","0.0","0.0","19.200,0","126.000,0","94.0","1.560,0","20.000,0","272.0","334.000,0","175.000,0","13.5","628.000,0","390.0","53.0","1.3","12.0","0.5","0.9","0.8","0.0","70.0",0,"pannekoeken"
"papa",100,"gr","78.77","2.0","17.5","0.1","2.0","80.0","32.0","1.054,0","296.0","295.0","16.0","0.0","19.700,0","0.0","10.0","1.9","12.100,0","12.000,0","108.0","780.0","23.000,0","153.0","57.000,0","421.000,0","0.3","6.000,0","290.0","79.3","2.2","0.0","0.0","0.0","0.0","0.8","85.0",0,"aardappel"
"papas fritas francés",100,"gr","330.92","3.5","40.1","17.4","0.0","173.0","30.0","2.342,0","390.0","175.0","64.0","0.0","700.0","0.0","760.0","11.1","0.0","9.000,0","145.0","1.290,0","30.000,0","242.0","143.000,0","473.000,0","1.2","455.000,0","1.100,0","36.7","2.9","0.0","0.0","0.0","0.0","0.7","60.0",0,"frieten"
"papas, ",100,"gr","72.42","1.9","15.9","0.1","7.0","81.0","31.0","1.149,0","279.0","170.0","18.0","0.0","8.600,0","0.0","10.0","2.9","16.400,0","10.000,0","134.0","730.0","22.000,0","141.0","61.000,0","455.000,0","0.5","6.000,0","330.0","81.0","1.7","0.0","0.0","0.0","0.1","1.0","85.0",0,"aardappel, rood"
"papayas",100,"gr","42.94","0.6","9.8","0.1","1.094,0","27.0","32.0","338.0","218.0","19.0","38.0","0.0","61.800,0","0.0","730.0","2.6","6.100,0","24.000,0","16.0","100.0","10.000,0","11.0","5.000,0","257.000,0","0.6","3.000,0","70.0","88.8","1.8","0.0","0.0","0.0","0.0","5.9","59.0",0,"papaja's"
"pasas, se secó",100,"gr","333.14","3.1","79.2","0.5","0.0","106.0","125.0","766.0","95.0","174.0","5.0","0.0","2.300,0","0.0","120.0","3.5","11.100,0","50.000,0","318.0","1.880,0","32.000,0","299.0","101.000,0","749.000,0","0.6","11.000,0","220.0","15.4","3.7","0.0","0.1","0.1","0.0","59.2","62.0",0,"rozijnen, gedroogd"
"pastas, seco",100,"gr","364.43","13.0","74.7","1.5","0.0","90.0","60.0","1.700,0","431.0","142.0","18.0","0.0","0.0","0.0","110.0","0.1","0.0","21.000,0","289.0","1.300,0","53.000,0","917.0","189.000,0","223.000,0","63.2","6.000,0","1.410,0","9.9","3.2","0.0","0.3","0.2","0.6","2.7","42.0","Glycemic Index: 42 (boiled)","pasta, droog"
"patatas fritas (merienda)",100,"gr","557.08","6.6","50.8","36.4","0.0","63.0","230.0","4.182,0","4.347,0","723.0","75.0","0.0","18.600,0","0.0","6.740,0","22.1","12.100,0","24.000,0","398.0","1.610,0","70.000,0","664.0","155.000,0","1.642.000,0","8.1","525.000,0","2.390,0","2.3","4.4","0.0","4.0","16.0","16.0","0.4","56.0",0,"aardappel chips (snack)"
"patatas, blanco",100,"gr","70.46","1.7","15.7","0.1","8.0","71.0","34.0","1.066,0","281.0","203.0","18.0","0.0","19.700,0","0.0","10.0","1.6","11.000,0","9.000,0","116.0","520.0","21.000,0","145.0","62.000,0","407.000,0","0.3","6.000,0","290.0","81.6","2.4","0.0","0.0","0.0","0.0","1.2","85.0",0,"aardapple, wit"
"paté de foie gras, de oca",100,"gr","458.84","11.4","4.7","43.8","3.333,0","88.0","299.0","2.510,0","1.200,0","60.0","60.0","9.4","2.000,0","0.0","0.0","0.0","0.0","70.000,0","400.0","5.500,0","13.000,0","120.0","200.000,0","138.000,0","44.0","697.000,0","920.0","37.0","0.0","150.0","14.5","25.6","0.8","0.0","0.0",0,"foie gras, ganzenlever"
"paté de hígado",100,"gr","314.80","14.2","1.5","28.0","3.300,0","30.0","600.0","3.300,0","1.200,0","60.0","60.0","3.2","2.000,0","0.0","0.0","0.0","0.0","70.000,0","400.0","5.500,0","13.000,0","120.0","200.000,0","138.000,0","41.6","697.000,0","2.850,0","53.9","0.0","255.0","9.6","12.4","3.2","0.0","0.0","Great source of vitamin A","leverpastei"
"pato, carne sin piel",100,"gr","130.43","18.3","0.9","6.0","79.0","360.0","450.0","5.300,0","1.600,0","340.0","25.0","0.4","5.800,0","3.0","700.0","2.8","53.600,0","11.000,0","253.0","2.400,0","19.000,0","19.0","203.000,0","271.000,0","13.9","74.000,0","1.900,0","73.8","0.0","77.0","2.3","1.5","0.8","0.0","0.0",0,"eend, vlees zonder vel"
"pato, hígado, en bruto",100,"gr","130.84","18.7","3.5","4.6","39.907,0","562.0","892.0","6.500,0","6.184,0","760.0","738.0","54.0","4.500,0","0.0","0.0","0.0","0.0","11.000,0","5.962,0","30.530,0","24.000,0","258.0","269.000,0","230.000,0","67.0","140.000,0","3.070,0","71.8","0.0","515.0","1.4","0.7","0.6","0.0","0.0","Great source of vitamin A","eend, lever, rauw"
"pavo, carne de la pechuga",100,"gr","104.25","24.6","0.0","0.7","0.0","41.0","118.0","6.255,0","717.0","580.0","8.0","0.5","0.0","0.0","0.0","0.0","0.0","10.000,0","116.0","1.170,0","28.000,0","21.0","206.000,0","293.000,0","24.4","49.000,0","1.240,0","74.1","0.0","62.0","0.2","0.1","0.2","0.0","0.0",0,"kalkoen, borst"
"pavo, carne de muslo",100,"gr","102.73","20.4","0.0","2.4","0.0","50.0","210.0","2.675,0","1.169,0","370.0","11.0","0.4","0.0","0.0","0.0","0.0","0.0","10.000,0","143.0","1.770,0","22.000,0","27.0","172.000,0","254.000,0","28.6","71.000,0","2.980,0","76.6","0.0","84.0","0.8","0.5","0.7","0.0","0.0",0,"kalkoen, bil"
"pavo, el hígado, en bruto",100,"gr","227.64","17.8","2.3","16.4","72.382,0","153.0","2.590,0","13.500,0","6.280,0","1.470,0","677.0","49.4","24.500,0","0.0","120.0","0.8","221.800,0","5.000,0","407.0","12.000,0","15.000,0","195.0","279.000,0","255.000,0","70.8","71.000,0","2.260,0","62.3","0.0","331.0","5.5","7.4","1.7","0.0","0.0",0,"kalkoen, lever, rauw"
"peces planos (lenguado, platija)",100,"gr","86.07","18.8","0.0","1.2","33.0","89.0","76.0","2.899,0","503.0","208.0","8.0","1.5","1.700,0","94.0","510.0","0.1","65.000,0","18.000,0","32.0","360.0","31.000,0","17.0","184.000,0","361.000,0","32.7","81.000,0","450.0","79.1","0.0","48.0","0.3","0.2","0.3","0.0","0.0",0,"platvis"
"pepinillos en vinagre",100,"gr","12.16","0.3","2.3","0.2","191.0","0.0","10.0","0.0","38.0","9.0","1.0","0.0","1.000,0","0.0","90.0","47.0","3.600,0","0.0","85.0","400.0","4.000,0","11.0","14.000,0","23.000,0","0.0","1.208.000,0","20.0","94.1","1.2","0.0","0.1","0.0","0.1","1.1","15.0",0,"augurk"
"pepino",100,"gr","12.44","0.6","2.2","0.2","72.0","31.0","25.0","37.0","240.0","51.0","14.0","0.0","3.200,0","0.0","30.0","7.2","5.700,0","14.000,0","71.0","220.0","12.000,0","73.0","21.000,0","136.000,0","0.1","2.000,0","170.0","96.7","0.7","0.0","0.0","0.0","0.0","1.4","15.0",0,"komkommer"
"peras",100,"gr","64.44","0.4","15.5","0.1","23.0","12.0","25.0","157.0","48.0","28.0","7.0","0.0","4.200,0","0.0","120.0","4.5","5.100,0","9.000,0","82.0","170.0","7.000,0","49.0","11.000,0","119.000,0","0.1","1.000,0","100.0","83.7","3.1","0.0","0.0","0.0","0.0","9.8","38.0",0,"peren"
"pescado blanco",100,"gr","129.10","19.1","0.0","5.9","120.0","140.0","120.0","3.000,0","750.0","300.0","15.0","1.0","0.0","478.0","200.0","0.1","65.000,0","26.000,0","72.0","370.0","33.000,0","67.0","270.000,0","317.000,0","12.6","51.000,0","990.0","72.8","0.0","60.0","0.9","2.0","2.1","0.0","0.0",0,"witvis"
"pez espada",100,"gr","115.29","19.8","0.0","4.0","120.0","37.0","95.0","9.680,0","412.0","330.0","2.0","1.8","1.100,0","390.0","500.0","0.1","65.000,0","4.000,0","126.0","810.0","27.000,0","19.0","263.000,0","288.000,0","48.1","90.000,0","1.150,0","75.6","0.0","39.0","1.1","1.5","0.9","0.0","0.0",0,"zwaardvis"
"pimiento dulce verde,",100,"gr","23.53","0.9","4.6","0.2","370.0","57.0","28.0","480.0","99.0","224.0","10.0","0.0","80.400,0","0.0","370.0","7.4","5.500,0","10.000,0","66.0","340.0","10.000,0","122.0","20.000,0","175.000,0","0.0","3.000,0","130.0","93.9","1.7","0.0","0.1","0.0","0.1","2.4","15.0",0,"paprika, groen"
"pimiento, amarillo, dulce",100,"gr","31.17","1.0","6.3","0.2","200.0","28.0","25.0","890.0","168.0","168.0","26.0","0.0","183.500,0","0.0","0.0","0.0","0.0","11.000,0","107.0","460.0","12.000,0","117.0","24.000,0","212.000,0","0.3","2.000,0","170.0","92.0","0.9","0.0","0.0","0.0","0.0","0.0","15.0",0,"paprika, geel"
"pimiento, rojo, dulce",100,"gr","30.78","1.0","6.0","0.3","3.131,0","54.0","85.0","979.0","317.0","291.0","46.0","0.0","127.700,0","0.0","1.580,0","4.9","5.600,0","7.000,0","17.0","430.0","12.000,0","112.0","26.000,0","211.000,0","0.1","4.000,0","250.0","92.2","2.1","0.0","0.0","0.0","0.1","4.2","15.0",0,"paprika, rood"
"piña",100,"gr","55.72","0.5","13.1","0.1","58.0","79.0","32.0","500.0","213.0","112.0","18.0","0.0","47.800,0","0.0","20.0","0.7","5.500,0","13.000,0","110.0","290.0","12.000,0","927.0","8.000,0","109.000,0","0.1","1.000,0","120.0","86.0","1.4","0.0","0.0","0.0","0.0","9.9","59.0",0,"ananas"
"piña, enlatados",100,"gr","65.27","0.5","15.6","0.1","50.0","102.0","21.0","284.0","0.0","75.0","5.0","0.0","9.400,0","0.0","20.0","0.7","5.500,0","16.000,0","107.0","280.0","15.000,0","0.0","7.000,0","124.000,0","0.4","1.000,0","100.0","83.5","1.3","0.0","0.0","0.0","0.0","14.3","49.0",0,"ananas, ingeblikt"
"pistachos",100,"gr","599.63","20.3","27.5","45.4","415.0","870.0","160.0","1.300,0","520.0","1.700,0","51.0","0.0","5.600,0","0.0","2.300,0","0.0","0.0","105.000,0","1.300,0","3.920,0","121.000,0","1.200,0","490.000,0","1.025.000,0","7.0","1.000,0","2.200,0","3.9","10.3","0.0","5.6","23.8","13.7","7.7","15.0",0,"pistache noten"
"pistachos,sal tostada,",100,"gr","606.25","21.4","26.8","46.0","262.0","840.0","158.0","1.425,0","513.0","1.274,0","50.0","0.0","2.300,0","0.0","1.930,0","13.2","71.400,0","110.000,0","1.325,0","4.200,0","120.000,0","1.275,0","485.000,0","1.042.000,0","9.3","405.000,0","2.300,0","2.0","10.3","0.0","5.6","24.2","13.9","7.8","15.0",0,"pistache noten, gebrand, zout"
"Plátanos",100,"gr","98.69","1.1","22.8","0.3","64.0","31.0","73.0","665.0","334.0","367.0","20.0","0.0","8.700,0","0.0","100.0","0.5","9.800,0","5.000,0","78.0","260.0","27.000,0","270.0","22.000,0","358.000,0","1.0","1.000,0","150.0","74.9","2.6","0.0","0.1","0.0","0.1","12.2","53.0","Great source of carbohydrates","bananen"
"pollo, carne de la pierna",100,"gr","114.81","20.1","0.0","3.8","61.0","79.0","193.0","6.067,0","1.178,0","330.0","10.0","0.4","0.0","5.0","320.0","2.9","61.800,0","11.000,0","64.0","1.020,0","23.000,0","21.0","167.000,0","229.000,0","13.5","86.000,0","2.060,0","76.1","0.0","80.0","1.0","1.2","1.0","0.0","0.0",0,"kip, bil"
"pollo, carne de pechuga",100,"gr","108.23","21.2","0.0","2.6","30.0","64.0","100.0","10.430,0","1.425,0","749.0","4.0","0.2","1.200,0","5.0","190.0","0.2","73.400,0","5.000,0","27.0","370.0","26.000,0","15.0","210.000,0","370.000,0","32.0","116.000,0","580.0","75.8","0.0","64.0","0.6","0.8","0.4","0.0","0.0",0,"kip, borst"
"pollo, hígado",100,"gr","114.07","16.9","0.7","4.8","11.078,0","305.0","1.778,0","9.728,0","6.233,0","853.0","588.0","16.6","17.900,0","0.0","700.0","0.0","194.400,0","8.000,0","492.0","8.990,0","19.000,0","255.0","297.000,0","230.000,0","54.6","71.000,0","2.670,0","76.5","0.0","345.0","1.6","1.2","1.3","0.0","0.0","Great source of vitamin A","kip, lever"
"pollo, pechuga en rodajas",100,"gr","79.35","16.8","2.2","0.4","0.0","18.0","29.0","3.428,0","241.0","150.0","1.0","0.1","0.0","0.0","0.0","0.0","0.0","6.000,0","34.0","320.0","9.000,0","43.0","60.000,0","67.000,0","7.6","1.087.000,0","300.0","76.7","0.0","36.0","0.1","0.1","0.1","0.1","0.0",0,"kip, borst, plakjes"
"pomelo",100,"gr","35.74","0.6","8.1","0.1","927.0","36.0","20.0","250.0","283.0","42.0","10.0","0.0","34.400,0","0.0","130.0","0.0","7.700,0","12.000,0","47.0","90.0","8.000,0","12.0","8.000,0","139.000,0","0.3","0.0","70.0","90.9","1.1","0.0","0.0","0.0","0.0","7.0","25.0","Great source of vitamin C","pompelmoes"
"quark, sin grasa (requesón, queso fresco)",100,"gr","62.70","12.0","3.0","0.3","41.0","21.0","165.0","128.0","215.0","68.0","12.0","1.0","0.0","0.0","10.0","0.0","0.0","61.000,0","28.0","140.0","5.000,0","3.0","134.000,0","86.000,0","9.0","406.000,0","380.0","81.0","0.0","7.0","0.3","0.0","0.0","3.0","30.0",0,"kwark, mager"
"queso cottage, 1% de grasa",100,"gr","69.62","12.4","2.7","1.0","41.0","21.0","165.0","128.0","215.0","68.0","12.0","0.6","0.0","0.0","10.0","0.1","17.500,0","61.000,0","28.0","140.0","5.000,0","3.0","134.000,0","86.000,0","9.0","406.000,0","380.0","82.5","0.0","4.0","0.6","0.3","0.0","2.7","30.0",0,"cottage cheese, 1% vet"
"queso cottage, la grasa",100,"gr","96.70","11.1","3.4","4.3","140.0","27.0","163.0","99.0","557.0","46.0","12.0","0.4","0.0","3.0","80.0","0.0","18.400,0","83.000,0","29.0","70.0","8.000,0","2.0","159.000,0","104.000,0","9.7","364.000,0","400.0","79.8","0.0","17.0","1.7","0.8","0.1","2.7","30.0",0,"cottage cheese, vet"
"queso cottage, sin grasa",100,"gr","70.61","10.3","6.7","0.3","8.0","23.0","226.0","144.0","446.0","16.0","9.0","0.5","0.0","0.0","10.0","0.0","17.900,0","86.000,0","30.0","150.0","11.000,0","22.0","190.000,0","137.000,0","9.4","330.000,0","470.0","81.0","0.0","7.0","0.2","0.1","0.0","1.9","30.0",0,"cottage cheese, mager"
"queso mozarella, la grasa",100,"gr","298.59","22.2","2.2","22.4","676.0","30.0","283.0","104.0","141.0","37.0","7.0","2.3","0.0","16.0","190.0","2.3","15.400,0","505.000,0","11.0","440.0","20.000,0","30.0","354.000,0","76.000,0","17.0","627.000,0","2.920,0","50.0","0.0","79.0","13.2","6.6","0.8","1.0","0.0",0,"mozarella kaas, vet"
"queso, gouda",100,"gr","355.60","24.9","2.2","27.4","563.0","30.0","334.0","63.0","340.0","80.0","21.0","1.5","0.0","20.0","240.0","2.3","15.400,0","700.000,0","36.0","240.0","29.000,0","11.0","546.000,0","121.000,0","14.5","819.000,0","3.900,0","41.5","0.0","114.0","17.6","7.7","0.7","2.2","0.0",0,"kaas, gouda"
"rábanos",100,"gr","17.22","0.7","3.4","0.1","7.0","12.0","39.0","254.0","165.0","71.0","25.0","0.0","14.800,0","0.0","0.0","1.3","6.500,0","25.000,0","50.0","340.0","10.000,0","69.0","20.000,0","233.000,0","0.6","39.000,0","280.0","95.3","1.6","0.0","0.0","0.0","0.0","1.9","15.0",0,"radijzen"
"frejol, de color naranja",100,"gr","71.94","16.4","0.0","0.7","70.0","31.0","45.0","1.530,0","51.0","52.0","26.0","0.4","0.0","0.0","1.200,0","0.7","0.0","9.000,0","75.0","1.010,0","17.000,0","50.0","107.000,0","167.000,0","66.7","72.000,0","230.0","75.7","0.0","60.0","0.0","0.2","0.1","0.0","0.0",0,"zaagbuikvis"
"remolacha",100,"gr","46.21","1.6","9.6","0.2","33.0","31.0","40.0","334.0","155.0","67.0","109.0","0.0","4.900,0","0.0","40.0","0.2","6.000,0","16.000,0","75.0","800.0","23.000,0","329.0","40.000,0","325.000,0","0.7","78.000,0","350.0","87.6","2.8","0.0","0.0","0.0","0.1","6.8","64.0",0,"bieten"
